FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,08/07/2024 01:16:00,  13.9947,  38401.3,    0.830,  8.337,9.14,57.483,1441.923,2.12,2.46,  31.7280, 1499.631,  49239.2,    98.40, 07 Aug 2024, 01:16:00, 2158, 0
HCEP03730715,08/07/2024 01:18:00,  13.9995,  38405.8,    0.829,  8.335,9.14,57.511,1442.796,2.10,1.08,  31.7281, 1499.647,  49238.8,    98.39, 07 Aug 2024, 01:18:00, 2159, 0
HCEP03730715,08/07/2024 01:20:00,  14.0042,  38410.2,    0.830,  8.330,9.14,57.447,1441.937,2.04,0.38,  31.7283, 1499.662,  49238.5,    98.34, 07 Aug 2024, 01:20:00, 2160, 0
HCEP03730715,08/07/2024 01:22:00,  14.0094,  38414.2,    0.831,  8.334,9.14,57.154,1439.343,2.13,2.07,  31.7278, 1499.678,  49237.2,    98.40, 07 Aug 2024, 01:22:00, 2161, 0
HCEP03730715,08/07/2024 01:24:00,  14.0145,  38418.9,    0.831,  8.329,9.14,57.166,1441.151,2.05,1.01,  31.7279, 1499.695,  49236.7,    98.35, 07 Aug 2024, 01:24:00, 2162, 0
HCEP03730715,08/07/2024 01:26:00,  14.0188,  38423.2,    0.830,  8.331,9.14,57.209,1441.062,1.98,1.21,  31.7283, 1499.710,  49236.8,    98.37, 07 Aug 2024, 01:26:00, 2163, 0
HCEP03730715,08/07/2024 01:28:00,  14.0235,  38427.3,    0.830,  8.323,9.14,57.336,1439.609,2.02,1.08,  31.7282, 1499.725,  49236.1,    98.30, 07 Aug 2024, 01:28:00, 2164, 0
HCEP03730715,08/07/2024 01:30:00,  14.0287,  38431.9,    0.830,  8.323,9.14,57.053,1440.113,2.00,0.94,  31.7281, 1499.742,  49235.4,    98.30, 07 Aug 2024, 01:30:00, 2165, 0
HCEP03730715,08/07/2024 01:32:00,  14.0336,  38436.1,    0.830,  8.327,9.14,56.981,1439.299,2.05,1.84,  31.7280, 1499.758,  49234.7,    98.36, 07 Aug 2024, 01:32:00, 2166, 0
HCEP03730715,08/07/2024 01:34:00,  14.0377,  38440.1,    0.831,  8.319,9.14,57.088,1439.698,1.94,1.21,  31.7282, 1499.772,  49234.6,    98.28, 07 Aug 2024, 01:34:00, 2167, 0
HCEP03730715,08/07/2024 01:36:00,  14.0428,  38444.4,    0.830,  8.322,9.14,56.950,1439.002,2.02,1.15,  31.7280, 1499.788,  49233.7,    98.32, 07 Aug 2024, 01:36:00, 2168, 0
HCEP03730715,08/07/2024 01:38:00,  14.0471,  38448.7,    0.830,  8.315,9.14,57.144,1437.448,2.09,2.10,  31.7284, 1499.803,  49233.7,    98.25, 07 Aug 2024, 01:38:00, 2169, 0
HCEP03730715,08/07/2024 01:40:00,  14.0518,  38452.6,    0.831,  8.319,9.14,57.223,1438.425,2.05,0.66,  31.7281, 1499.818,  49232.8,    98.31, 07 Aug 2024, 01:40:00, 2170, 0
HCEP03730715,08/07/2024 01:42:00,  14.0558,  38456.8,    0.831,  8.319,9.13,57.231,1438.114,1.93,0.54,  31.7287, 1499.831,  49233.2,    98.31, 07 Aug 2024, 01:42:00, 2171, 0
HCEP03730715,08/07/2024 01:44:00,  14.0611,  38461.2,    0.831,  8.319,9.13,57.178,1438.514,2.02,0.66,  31.7284, 1499.848,  49232.2,    98.32, 07 Aug 2024, 01:44:00, 2172, 0
HCEP03730715,08/07/2024 01:46:00,  14.0652,  38465.3,    0.830,  8.319,9.13,57.130,1437.003,1.91,1.08,  31.7288, 1499.862,  49232.2,    98.33, 07 Aug 2024, 01:46:00, 2173, 0
HCEP03730715,08/07/2024 01:48:00,  14.0697,  38469.2,    0.830,  8.317,9.13,57.093,1436.352,2.06,0.54,  31.7287, 1499.877,  49231.6,    98.32, 07 Aug 2024, 01:48:00, 2174, 0
HCEP03730715,08/07/2024 01:50:00,  14.0750,  38473.6,    0.830,  8.312,9.13,57.212,1436.322,1.96,1.33,  31.7283, 1499.894,  49230.4,    98.27, 07 Aug 2024, 01:50:00, 2175, 0
HCEP03730715,08/07/2024 01:52:00,  14.0789,  38477.4,    0.831,  8.318,9.13,56.972,1436.455,1.98,1.01,  31.7286, 1499.907,  49230.4,    98.35, 07 Aug 2024, 01:52:00, 2176, 0
HCEP03730715,08/07/2024 01:54:00,  14.0832,  38481.5,    0.830,  8.314,9.13,57.156,1435.405,2.03,0.00,  31.7288, 1499.921,  49230.3,    98.31, 07 Aug 2024, 01:54:00, 2177, 0
HCEP03730715,08/07/2024 01:56:00,  14.0879,  38485.6,    0.829,  8.324,9.13,57.308,1436.530,1.90,1.21,  31.7286, 1499.936,  49229.5,    98.44, 07 Aug 2024, 01:56:00, 2178, 0
HCEP03730715,08/07/2024 01:58:00,  14.0927,  38489.5,    0.831,  8.313,9.13,56.811,1431.681,1.98,2.24,  31.7283, 1499.951,  49228.5,    98.31, 07 Aug 2024, 01:58:00, 2179, 0
HCEP03730715,08/07/2024 02:00:00,  14.0976,  38493.9,    0.830,  8.317,9.13,56.906,1415.255,2.06,0.66,  31.7283, 1499.968,  49227.9,    98.37, 07 Aug 2024, 02:00:00, 2180, 0
HCEP03730715,08/07/2024 02:02:00,  14.1022,  38498.0,    0.831,  8.316,9.13,56.710,1420.518,1.78,1.88,  31.7283, 1499.982,  49227.4,    98.36, 07 Aug 2024, 02:02:00, 2181, 0
HCEP03730715,08/07/2024 02:04:00,  14.1063,  38502.0,    0.829,  8.318,9.13,56.972,1414.285,1.80,0.00,  31.7285, 1499.996,  49227.3,    98.40, 07 Aug 2024, 02:04:00, 2182, 0
HCEP03730715,08/07/2024 02:06:00,  14.1112,  38506.5,    0.830,  8.311,9.13,56.867,1427.753,1.92,0.00,  31.7287, 1500.012,  49227.0,    98.32, 07 Aug 2024, 02:06:00, 2183, 0
HCEP03730715,08/07/2024 02:08:00,  14.1158,  38510.3,    0.831,  8.309,9.13,56.836,1428.003,1.94,0.94,  31.7283, 1500.027,  49226.0,    98.32, 07 Aug 2024, 02:08:00, 2184, 0
HCEP03730715,08/07/2024 02:10:00,  14.1191,  38513.7,    0.829,  8.306,9.13,57.672,1427.827,1.93,1.15,  31.7288, 1500.038,  49226.2,    98.28, 07 Aug 2024, 02:10:00, 2185, 0
HCEP03730715,08/07/2024 02:12:00,  14.1239,  38517.9,    0.831,  8.314,9.13,57.850,1425.909,1.91,1.21,  31.7286, 1500.054,  49225.5,    98.40, 07 Aug 2024, 02:12:00, 2186, 0
HCEP03730715,08/07/2024 02:14:00,  14.1286,  38522.5,    0.830,  8.308,9.13,58.375,1425.319,1.80,1.08,  31.7290, 1500.070,  49225.5,    98.33, 07 Aug 2024, 02:14:00, 2187, 0
HCEP03730715,08/07/2024 02:16:00,  14.1335,  38526.2,    0.831,  8.305,9.12,58.538,1422.770,2.12,1.01,  31.7284, 1500.085,  49224.1,    98.31, 07 Aug 2024, 02:16:00, 2188, 0
HCEP03730715,08/07/2024 02:18:00,  14.1379,  38530.3,    0.831,  8.303,9.12,59.171,1412.671,1.98,1.08,  31.7285, 1500.099,  49223.8,    98.29, 07 Aug 2024, 02:18:00, 2189, 0
HCEP03730715,08/07/2024 02:20:00,  14.1431,  38535.0,    0.831,  8.301,9.12,59.765,1419.090,2.26,1.01,  31.7286, 1500.116,  49223.3,    98.28, 07 Aug 2024, 02:20:00, 2190, 0
HCEP03730715,08/07/2024 02:22:00,  14.1478,  38539.3,    0.830,  8.290,9.12,59.564,1420.091,2.14,1.01,  31.7286, 1500.132,  49222.8,    98.17, 07 Aug 2024, 02:22:00, 2191, 0
HCEP03730715,08/07/2024 02:24:00,  14.1523,  38543.7,    0.830,  8.297,9.12,59.833,1417.635,2.15,0.66,  31.7289, 1500.147,  49222.7,    98.25, 07 Aug 2024, 02:24:00, 2192, 0
HCEP03730715,08/07/2024 02:26:00,  14.1568,  38547.8,    0.831,  8.294,9.12,59.986,1418.488,2.24,0.66,  31.7290, 1500.162,  49222.3,    98.23, 07 Aug 2024, 02:26:00, 2193, 0
HCEP03730715,08/07/2024 02:28:00,  14.1618,  38552.2,    0.830,  8.294,9.12,60.165,1417.562,2.11,0.94,  31.7290, 1500.178,  49221.8,    98.24, 07 Aug 2024, 02:28:00, 2194, 0
HCEP03730715,08/07/2024 02:30:00,  14.1667,  38556.5,    0.830,  8.281,9.12,59.970,1416.679,2.26,0.77,  31.7288, 1500.193,  49221.0,    98.10, 07 Aug 2024, 02:30:00, 2195, 0
HCEP03730715,08/07/2024 02:32:00,  14.1709,  38560.6,    0.830,  8.287,9.12,60.444,1415.343,2.21,1.01,  31.7291, 1500.208,  49221.0,    98.17, 07 Aug 2024, 02:32:00, 2196, 0
HCEP03730715,08/07/2024 02:34:00,  14.1754,  38564.6,    0.831,  8.284,9.12,60.468,1414.447,2.26,0.38,  31.7291, 1500.222,  49220.4,    98.15, 07 Aug 2024, 02:34:00, 2197, 0
HCEP03730715,08/07/2024 02:36:00,  14.1801,  38568.6,    0.829,  8.286,9.12,60.292,1411.556,2.23,1.33,  31.7290, 1500.237,  49219.7,    98.18, 07 Aug 2024, 02:36:00, 2198, 0
HCEP03730715,08/07/2024 02:38:00,  14.1852,  38573.3,    0.831,  8.274,9.12,60.836,1406.617,2.25,2.27,  31.7290, 1500.254,  49219.2,    98.06, 07 Aug 2024, 02:38:00, 2199, 0
HCEP03730715,08/07/2024 02:40:00,  14.1898,  38577.7,    0.830,  8.276,9.12,60.987,1397.086,2.37,0.00,  31.7293, 1500.269,  49219.1,    98.09, 07 Aug 2024, 02:40:00, 2200, 0
HCEP03730715,08/07/2024 02:42:00,  14.1946,  38581.6,    0.833,  8.277,9.12,61.213,1392.886,2.37,1.38,  31.7289, 1500.284,  49218.0,    98.11, 07 Aug 2024, 02:42:00, 2201, 0
HCEP03730715,08/07/2024 02:44:00,  14.1993,  38586.1,    0.831,  8.273,9.12,61.415,1381.559,2.32,1.96,  31.7291, 1500.300,  49217.8,    98.06, 07 Aug 2024, 02:44:00, 2202, 0
HCEP03730715,08/07/2024 02:46:00,  14.2038,  38589.9,    0.830,  8.271,9.12,61.864,1389.130,2.38,2.24,  31.7289, 1500.315,  49217.0,    98.05, 07 Aug 2024, 02:46:00, 2203, 0
HCEP03730715,08/07/2024 02:48:00,  14.2088,  38594.8,    0.833,  8.270,9.11,62.005,1396.926,2.44,0.38,  31.7293, 1500.331,  49217.0,    98.05, 07 Aug 2024, 02:48:00, 2204, 0
HCEP03730715,08/07/2024 02:50:00,  14.2131,  38598.8,    0.831,  8.262,9.11,62.238,1387.311,2.28,1.67,  31.7294, 1500.345,  49216.7,    97.96, 07 Aug 2024, 02:50:00, 2205, 0
HCEP03730715,08/07/2024 02:52:00,  14.2179,  38603.0,    0.831,  8.262,9.11,62.363,1378.108,2.46,1.67,  31.7293, 1500.361,  49216.0,    97.97, 07 Aug 2024, 02:52:00, 2206, 0
HCEP03730715,08/07/2024 02:54:00,  14.2220,  38606.9,    0.831,  8.254,9.11,62.498,1367.434,2.42,2.36,  31.7295, 1500.375,  49215.8,    97.88, 07 Aug 2024, 02:54:00, 2207, 0
HCEP03730715,08/07/2024 02:56:00,  14.2266,  38611.1,    0.831,  8.246,9.11,62.502,1345.594,2.39,1.92,  31.7296, 1500.390,  49215.4,    97.79, 07 Aug 2024, 02:56:00, 2208, 0
HCEP03730715,08/07/2024 02:58:00,  14.2309,  38614.7,    0.831,  8.249,9.11,62.779,1341.059,2.47,0.94,  31.7294, 1500.403,  49214.7,    97.84, 07 Aug 2024, 02:58:00, 2209, 0
HCEP03730715,08/07/2024 03:00:00,  14.2356,  38619.0,    0.830,  8.245,9.11,62.592,1337.688,2.37,1.01,  31.7295, 1500.419,  49214.3,    97.81, 07 Aug 2024, 03:00:00, 2210, 0
HCEP03730715,08/07/2024 03:02:00,  14.2402,  38623.1,    0.829,  8.237,9.11,62.976,1334.763,2.45,0.94,  31.7294, 1500.434,  49213.7,    97.72, 07 Aug 2024, 03:02:00, 2211, 0
HCEP03730715,08/07/2024 03:04:00,  14.2447,  38627.5,    0.830,  8.230,9.11,62.801,1332.496,2.46,0.94,  31.7297, 1500.449,  49213.6,    97.65, 07 Aug 2024, 03:04:00, 2212, 0
HCEP03730715,08/07/2024 03:06:00,  14.2491,  38631.0,    0.829,  8.237,9.11,62.808,1328.070,2.38,1.21,  31.7294, 1500.462,  49212.7,    97.73, 07 Aug 2024, 03:06:00, 2213, 0
HCEP03730715,08/07/2024 03:08:00,  14.2538,  38635.3,    0.829,  8.229,9.11,62.756,1325.695,2.40,1.15,  31.7294, 1500.478,  49212.2,    97.65, 07 Aug 2024, 03:08:00, 2214, 0
HCEP03730715,08/07/2024 03:10:00,  14.2577,  38639.1,    0.830,  8.220,9.11,62.924,1322.770,2.40,0.00,  31.7297, 1500.491,  49212.2,    97.55, 07 Aug 2024, 03:10:00, 2215, 0
HCEP03730715,08/07/2024 03:12:00,  14.2621,  38642.8,    0.830,  8.224,9.11,62.975,1320.442,2.32,0.66,  31.7294, 1500.505,  49211.3,    97.61, 07 Aug 2024, 03:12:00, 2216, 0
HCEP03730715,08/07/2024 03:14:00,  14.2664,  38646.6,    0.828,  8.220,9.11,63.226,1318.174,2.49,0.86,  31.7293, 1500.519,  49210.7,    97.56, 07 Aug 2024, 03:14:00, 2217, 0
HCEP03730715,08/07/2024 03:16:00,  14.2714,  38651.4,    0.830,  8.216,9.11,62.898,1315.667,2.41,1.15,  31.7297, 1500.535,  49210.7,    97.53, 07 Aug 2024, 03:16:00, 2218, 0
HCEP03730715,08/07/2024 03:18:00,  14.2758,  38655.0,    0.829,  8.214,9.11,63.360,1315.087,2.33,1.01,  31.7293, 1500.549,  49209.7,    97.51, 07 Aug 2024, 03:18:00, 2219, 0
HCEP03730715,08/07/2024 03:20:00,  14.2804,  38659.4,    0.828,  8.215,9.10,63.163,1312.993,2.42,0.54,  31.7295, 1500.565,  49209.5,    97.53, 07 Aug 2024, 03:20:00, 2220, 0
HCEP03730715,08/07/2024 03:22:00,  14.2844,  38663.2,    0.828,  8.208,9.10,63.220,1311.989,2.37,1.21,  31.7298, 1500.578,  49209.4,    97.46, 07 Aug 2024, 03:22:00, 2221, 0
HCEP03730715,08/07/2024 03:24:00,  14.2893,  38667.7,    0.829,  8.205,9.10,63.089,1311.650,2.48,1.27,  31.7299, 1500.594,  49209.0,    97.44, 07 Aug 2024, 03:24:00, 2222, 0
HCEP03730715,08/07/2024 03:26:00,  14.2940,  38671.9,    0.830,  8.207,9.10,62.869,1309.107,2.31,0.00,  31.7298, 1500.609,  49208.4,    97.47, 07 Aug 2024, 03:26:00, 2223, 0
HCEP03730715,08/07/2024 03:28:00,  14.2985,  38675.9,    0.829,  8.215,9.10,63.014,1308.062,2.44,1.15,  31.7298, 1500.624,  49207.9,    97.57, 07 Aug 2024, 03:28:00, 2224, 0
HCEP03730715,08/07/2024 03:30:00,  14.3029,  38680.1,    0.829,  8.211,9.10,63.172,1307.653,2.46,1.27,  31.7301, 1500.638,  49207.8,    97.52, 07 Aug 2024, 03:30:00, 2225, 0
HCEP03730715,08/07/2024 03:32:00,  14.3076,  38684.3,    0.829,  8.211,9.10,63.176,1305.227,2.45,0.86,  31.7300, 1500.653,  49207.1,    97.54, 07 Aug 2024, 03:32:00, 2226, 0
HCEP03730715,08/07/2024 03:34:00,  14.3119,  38688.1,    0.828,  8.212,9.10,63.196,1304.479,2.41,1.01,  31.7300, 1500.667,  49206.6,    97.56, 07 Aug 2024, 03:34:00, 2227, 0
HCEP03730715,08/07/2024 03:36:00,  14.3168,  38692.2,    0.828,  8.206,9.10,63.036,1303.240,2.42,0.77,  31.7297, 1500.683,  49205.7,    97.50, 07 Aug 2024, 03:36:00, 2228, 0
HCEP03730715,08/07/2024 03:38:00,  14.3209,  38696.3,    0.831,  8.202,9.10,63.107,1302.000,2.36,1.01,  31.7301, 1500.697,  49205.8,    97.46, 07 Aug 2024, 03:38:00, 2229, 0
HCEP03730715,08/07/2024 03:40:00,  14.3255,  38700.6,    0.829,  8.205,9.10,63.378,1302.197,2.43,0.00,  31.7301, 1500.712,  49205.4,    97.50, 07 Aug 2024, 03:40:00, 2230, 0
HCEP03730715,08/07/2024 03:42:00,  14.3304,  38704.4,    0.829,  8.200,9.10,63.240,1300.451,2.36,1.08,  31.7296, 1500.727,  49204.2,    97.46, 07 Aug 2024, 03:42:00, 2231, 0
HCEP03730715,08/07/2024 03:44:00,  14.3349,  38709.1,    0.828,  8.204,9.10,63.374,1299.199,2.46,1.49,  31.7303, 1500.742,  49204.6,    97.51, 07 Aug 2024, 03:44:00, 2232, 0
HCEP03730715,08/07/2024 03:46:00,  14.3398,  38713.4,    0.829,  8.200,9.10,63.402,1298.411,2.51,1.15,  31.7301, 1500.758,  49203.8,    97.47, 07 Aug 2024, 03:46:00, 2233, 0
HCEP03730715,08/07/2024 03:48:00,  14.3443,  38717.3,    0.829,  8.201,9.10,63.440,1297.315,2.38,1.27,  31.7300, 1500.773,  49203.2,    97.49, 07 Aug 2024, 03:48:00, 2234, 0
HCEP03730715,08/07/2024 03:50:00,  14.3485,  38721.7,    0.828,  8.196,9.10,63.911,1295.755,2.42,0.00,  31.7305, 1500.787,  49203.5,    97.44, 07 Aug 2024, 03:50:00, 2235, 0
HCEP03730715,08/07/2024 03:52:00,  14.3533,  38726.0,    0.829,  8.196,9.10,63.837,1296.359,2.46,0.66,  31.7306, 1500.802,  49203.1,    97.45, 07 Aug 2024, 03:52:00, 2236, 0
HCEP03730715,08/07/2024 03:54:00,  14.3579,  38730.3,    0.829,  8.197,9.09,63.814,1294.084,2.41,0.86,  31.7307, 1500.818,  49202.7,    97.47, 07 Aug 2024, 03:54:00, 2237, 0
HCEP03730715,08/07/2024 03:56:00,  14.3624,  38734.0,    0.830,  8.190,9.09,63.795,1293.172,2.46,1.15,  31.7305, 1500.832,  49201.9,    97.39, 07 Aug 2024, 03:56:00, 2238, 0
HCEP03730715,08/07/2024 03:58:00,  14.3670,  38738.5,    0.830,  8.186,9.09,64.001,1292.330,2.53,1.01,  31.7307, 1500.847,  49201.8,    97.36, 07 Aug 2024, 03:58:00, 2239, 0
HCEP03730715,08/07/2024 04:00:00,  14.3718,  38742.6,    0.830,  8.184,9.09,64.254,1291.306,2.66,0.00,  31.7306, 1500.862,  49201.0,    97.34, 07 Aug 2024, 04:00:00, 2240, 0
HCEP03730715,08/07/2024 04:02:00,  14.3765,  38747.3,    0.829,  8.183,9.09,64.298,1289.652,2.41,0.77,  31.7310, 1500.878,  49201.0,    97.35, 07 Aug 2024, 04:02:00, 2241, 0
HCEP03730715,08/07/2024 04:04:00,  14.3809,  38750.7,    0.830,  8.187,9.09,64.573,1289.428,2.63,0.77,  31.7305, 1500.892,  49199.9,    97.39, 07 Aug 2024, 04:04:00, 2242, 0
HCEP03730715,08/07/2024 04:06:00,  14.3856,  38755.0,    0.829,  8.180,9.09,64.590,1287.859,2.58,1.01,  31.7305, 1500.907,  49199.4,    97.32, 07 Aug 2024, 04:06:00, 2243, 0
HCEP03730715,08/07/2024 04:08:00,  14.3899,  38759.0,    0.829,  8.184,9.09,64.750,1288.027,2.50,0.77,  31.7307, 1500.921,  49199.2,    97.38, 07 Aug 2024, 04:08:00, 2244, 0
HCEP03730715,08/07/2024 04:10:00,  14.3949,  38763.0,    0.830,  8.177,9.09,65.039,1286.836,2.56,1.53,  31.7301, 1500.937,  49197.9,    97.31, 07 Aug 2024, 04:10:00, 2245, 0
HCEP03730715,08/07/2024 04:12:00,  14.3990,  38767.0,    0.830,  8.177,9.09,65.023,1286.291,2.60,1.27,  31.7305, 1500.950,  49197.9,    97.31, 07 Aug 2024, 04:12:00, 2246, 0
HCEP03730715,08/07/2024 04:14:00,  14.4034,  38771.2,    0.830,  8.180,9.09,65.020,1284.752,2.52,0.00,  31.7307, 1500.965,  49197.7,    97.36, 07 Aug 2024, 04:14:00, 2247, 0
HCEP03730715,08/07/2024 04:16:00,  14.4080,  38775.3,    0.831,  8.171,9.09,65.153,1284.472,2.56,0.38,  31.7307, 1500.980,  49197.3,    97.26, 07 Aug 2024, 04:16:00, 2248, 0
HCEP03730715,08/07/2024 04:18:00,  14.4121,  38779.3,    0.829,  8.172,9.09,65.237,1283.493,2.52,0.66,  31.7310, 1500.993,  49197.2,    97.28, 07 Aug 2024, 04:18:00, 2249, 0
HCEP03730715,08/07/2024 04:20:00,  14.4167,  38783.1,    0.830,  8.176,9.09,65.326,1283.409,2.58,1.21,  31.7307, 1501.008,  49196.3,    97.34, 07 Aug 2024, 04:20:00, 2250, 0
HCEP03730715,08/07/2024 04:22:00,  14.4209,  38787.2,    0.830,  8.182,9.09,65.449,1282.501,2.46,0.54,  31.7310, 1501.022,  49196.3,    97.42, 07 Aug 2024, 04:22:00, 2251, 0
HCEP03730715,08/07/2024 04:24:00,  14.4253,  38791.1,    0.831,  8.171,9.09,65.434,1280.838,2.64,1.33,  31.7309, 1501.036,  49195.7,    97.30, 07 Aug 2024, 04:24:00, 2252, 0
HCEP03730715,08/07/2024 04:26:00,  14.4298,  38795.4,    0.831,  8.175,9.09,65.248,1279.987,2.49,0.86,  31.7311, 1501.051,  49195.5,    97.36, 07 Aug 2024, 04:26:00, 2253, 0
HCEP03730715,08/07/2024 04:28:00,  14.4345,  38799.0,    0.829,  8.173,9.08,65.143,1280.196,2.51,1.21,  31.7306, 1501.066,  49194.3,    97.34, 07 Aug 2024, 04:28:00, 2254, 0
HCEP03730715,08/07/2024 04:30:00,  14.4385,  38803.0,    0.830,  8.173,9.08,65.812,1279.568,2.55,0.54,  31.7308, 1501.079,  49194.2,    97.34, 07 Aug 2024, 04:30:00, 2255, 0
HCEP03730715,08/07/2024 04:32:00,  14.4431,  38807.2,    0.830,  8.173,9.08,65.818,1279.484,2.57,1.15,  31.7310, 1501.094,  49194.0,    97.35, 07 Aug 2024, 04:32:00, 2256, 0
HCEP03730715,08/07/2024 04:34:00,  14.4475,  38811.2,    0.830,  8.171,9.08,65.822,1278.661,2.60,0.00,  31.7310, 1501.108,  49193.4,    97.34, 07 Aug 2024, 04:34:00, 2257, 0
HCEP03730715,08/07/2024 04:36:00,  14.4518,  38815.0,    0.830,  8.169,9.08,65.702,1278.884,2.53,0.00,  31.7310, 1501.122,  49193.0,    97.32, 07 Aug 2024, 04:36:00, 2258, 0
HCEP03730715,08/07/2024 04:38:00,  14.4560,  38819.0,    0.831,  8.167,9.08,65.868,1278.381,2.52,1.08,  31.7311, 1501.136,  49192.7,    97.30, 07 Aug 2024, 04:38:00, 2259, 0
HCEP03730715,08/07/2024 04:40:00,  14.4609,  38823.3,    0.829,  8.171,9.08,66.049,1276.973,2.56,1.08,  31.7311, 1501.151,  49192.2,    97.36, 07 Aug 2024, 04:40:00, 2260, 0
HCEP03730715,08/07/2024 04:42:00,  14.4650,  38827.2,    0.829,  8.173,9.08,66.171,1276.359,2.54,0.66,  31.7313, 1501.165,  49191.9,    97.40, 07 Aug 2024, 04:42:00, 2261, 0
HCEP03730715,08/07/2024 04:44:00,  14.4695,  38831.6,    0.830,  8.170,9.08,66.462,1276.081,2.56,1.38,  31.7316, 1501.180,  49192.0,    97.38, 07 Aug 2024, 04:44:00, 2262, 0
HCEP03730715,08/07/2024 04:46:00,  14.4742,  38835.2,    0.831,  8.178,9.08,66.588,1275.258,2.60,1.67,  31.7310, 1501.195,  49190.6,    97.48, 07 Aug 2024, 04:46:00, 2263, 0
HCEP03730715,08/07/2024 04:48:00,  14.4782,  38839.3,    0.830,  8.172,9.08,66.767,1275.342,2.51,1.21,  31.7314, 1501.208,  49190.8,    97.42, 07 Aug 2024, 04:48:00, 2264, 0
HCEP03730715,08/07/2024 04:50:00,  14.4826,  38843.3,    0.831,  8.162,9.08,66.826,1273.754,2.54,0.00,  31.7315, 1501.222,  49190.4,    97.30, 07 Aug 2024, 04:50:00, 2265, 0
HCEP03730715,08/07/2024 04:52:00,  14.4871,  38847.2,    0.830,  8.165,9.08,66.672,1273.907,2.54,1.08,  31.7313, 1501.237,  49189.7,    97.35, 07 Aug 2024, 04:52:00, 2266, 0
HCEP03730715,08/07/2024 04:54:00,  14.4911,  38851.3,    0.831,  8.162,9.08,66.942,1271.846,2.56,0.94,  31.7318, 1501.250,  49189.9,    97.32, 07 Aug 2024, 04:54:00, 2267, 0
HCEP03730715,08/07/2024 04:56:00,  14.4960,  38855.7,    0.831,  8.159,9.08,66.965,1271.082,2.56,0.94,  31.7318, 1501.266,  49189.4,    97.30, 07 Aug 2024, 04:56:00, 2268, 0
HCEP03730715,08/07/2024 04:58:00,  14.5004,  38859.4,    0.830,  8.163,9.08,66.851,1272.111,2.59,0.94,  31.7316, 1501.280,  49188.7,    97.34, 07 Aug 2024, 04:58:00, 2269, 0
HCEP03730715,08/07/2024 05:00:00,  14.5052,  38863.8,    0.829,  8.154,9.07,66.806,1270.706,2.47,0.00,  31.7316, 1501.296,  49188.2,    97.24, 07 Aug 2024, 05:00:00, 2270, 0
HCEP03730715,08/07/2024 05:02:00,  14.5094,  38868.0,    0.831,  8.152,9.07,67.156,1271.471,2.62,0.77,  31.7320, 1501.309,  49188.3,    97.24, 07 Aug 2024, 05:02:00, 2271, 0
HCEP03730715,08/07/2024 05:04:00,  14.5138,  38871.5,    0.830,  8.150,9.07,67.099,1270.539,2.52,1.08,  31.7316, 1501.323,  49187.3,    97.22, 07 Aug 2024, 05:04:00, 2272, 0
HCEP03730715,08/07/2024 05:06:00,  14.5188,  38876.1,    0.832,  8.146,9.07,67.466,1269.691,2.47,0.66,  31.7317, 1501.340,  49186.8,    97.18, 07 Aug 2024, 05:06:00, 2273, 0
HCEP03730715,08/07/2024 05:08:00,  14.5224,  38879.8,    0.832,  8.143,9.07,67.590,1269.037,2.56,1.38,  31.7321, 1501.352,  49187.1,    97.15, 07 Aug 2024, 05:08:00, 2274, 0
HCEP03730715,08/07/2024 05:10:00,  14.5272,  38883.8,    0.832,  8.140,9.07,67.446,1268.370,2.58,0.66,  31.7318, 1501.367,  49186.0,    97.13, 07 Aug 2024, 05:10:00, 2275, 0
HCEP03730715,08/07/2024 05:12:00,  14.5321,  38888.2,    0.831,  8.138,9.07,67.340,1268.328,2.54,1.27,  31.7318, 1501.383,  49185.6,    97.11, 07 Aug 2024, 05:12:00, 2276, 0
HCEP03730715,08/07/2024 05:14:00,  14.5366,  38892.4,    0.833,  8.137,9.07,67.419,1266.953,2.45,0.86,  31.7319, 1501.397,  49185.3,    97.10, 07 Aug 2024, 05:14:00, 2277, 0
HCEP03730715,08/07/2024 05:16:00,  14.5406,  38896.3,    0.832,  8.135,9.07,67.367,1267.981,2.47,1.15,  31.7323, 1501.410,  49185.4,    97.10, 07 Aug 2024, 05:16:00, 2278, 0
HCEP03730715,08/07/2024 05:18:00,  14.5455,  38900.3,    0.833,  8.131,9.07,67.458,1266.162,2.49,0.00,  31.7318, 1501.426,  49184.2,    97.05, 07 Aug 2024, 05:18:00, 2279, 0
HCEP03730715,08/07/2024 05:20:00,  14.5502,  38904.2,    0.831,  8.135,9.07,67.434,1266.078,2.41,0.66,  31.7316, 1501.441,  49183.3,    97.11, 07 Aug 2024, 05:20:00, 2280, 0
HCEP03730715,08/07/2024 05:22:00,  14.5541,  38908.1,    0.832,  8.136,9.07,67.250,1265.523,2.51,0.54,  31.7319, 1501.454,  49183.4,    97.13, 07 Aug 2024, 05:22:00, 2281, 0
